Smiles	Token
[O][=C][Branch2][Ring1][=Branch2][N][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring1][=Branch2][C][C][N][C][C][O][C][C][Ring1][=Branch1][C][=C][C][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Ring1][=Branch2]	[O] [=C] [Branch2] [Ring1] [=Branch2] [N] [C] [=N] [C] [=C] [C] [=C] [C] [=C] [Ring1] [=Branch1] [N] [Ring1] [=Branch2] [C] [C] [N] [C] [C] [O] [C] [C] [Ring1] [=Branch1] [C] [=C] [C] [=C] [C] [Branch1] [=Branch1] [N+1] [=Branch1] [C] [=O] [O-1] [=C] [Ring1] [=Branch2]
[C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][=C][C][Branch1][#C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][N][=O][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=N][Ring2][Ring1][Ring2]	[C] [O] [C] [=C] [C] [=C] [C] [=C] [Ring1] [=Branch1] [O] [C] [=C] [C] [Branch1] [#C] [N] [C] [=C] [C] [=C] [C] [=C] [Ring1] [=Branch1] [C] [Branch1] [C] [N] [=O] [=C] [Branch1] [=Branch2] [C] [Branch1] [C] [F] [Branch1] [C] [F] [F] [C] [=N] [Ring2] [Ring1] [Ring2]
[C][C][C][N][C][C][N][Branch2][Ring1][O][C][=C][Branch1][C][Cl][C][=C][C][=C][Ring1][#Branch1][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Br][O][Ring1][=Branch1][C][C][Ring2][Ring1][=Branch1]	[C] [C] [C] [N] [C] [C] [N] [Branch2] [Ring1] [O] [C] [=C] [Branch1] [C] [Cl] [C] [=C] [C] [=C] [Ring1] [#Branch1] [N] [C] [=Branch1] [C] [=O] [C] [=C] [C] [=C] [Branch1] [C] [Br] [O] [Ring1] [=Branch1] [C] [C] [Ring2] [Ring1] [=Branch1]
[O][=C][Branch1][S][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring1][=Branch2][O][C][C][=C][Branch2][Ring1][Ring1][C][NH1][N][=C][C][=Ring1][Branch1][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][C][=N][Ring1][P]	[O] [=C] [Branch1] [S] [N] [C] [C] [=C] [C] [=C] [C] [=C] [Ring1] [=Branch1] [C] [C] [Ring1] [=Branch2] [O] [C] [C] [=C] [Branch2] [Ring1] [Ring1] [C] [NH1] [N] [=C] [C] [=Ring1] [Branch1] [C] [=C] [C] [=C] [C] [Branch1] [C] [Cl] [=C] [Ring1] [#Branch1] [C] [=N] [Ring1] [P]
[N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=C][C][Branch2][Ring1][Branch1][O][C][=C][C][=C][Branch1][#Branch2][O][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring1][O][=N][C][=C][Ring2][Ring1][C][C][Branch1][C][F][Branch1][C][F][F]	[N] [C] [=Branch1] [C] [=O] [C] [=C] [C] [=C] [C] [=C] [Ring1] [=Branch1] [N] [C] [=C] [C] [Branch2] [Ring1] [Branch1] [O] [C] [=C] [C] [=C] [Branch1] [#Branch2] [O] [C] [Branch1] [C] [F] [Branch1] [C] [F] [F] [C] [=C] [Ring1] [O] [=N] [C] [=C] [Ring2] [Ring1] [C] [C] [Branch1] [C] [F] [Branch1] [C] [F] [F]
[O][C][=C][C][=C][C][Branch2][Ring1][P][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring1][=Branch2][C][=C][C][=N][C][Branch1][#Branch2][N][C][C][C][C][N][C][Ring1][=Branch1][=C][Ring1][=N][=C][Ring2][Ring1][N]	[O] [C] [=C] [C] [=C] [C] [Branch2] [Ring1] [P] [C] [=N] [C] [=C] [C] [=C] [C] [=C] [Ring1] [=Branch1] [N] [Ring1] [=Branch2] [C] [=C] [C] [=N] [C] [Branch1] [#Branch2] [N] [C] [C] [C] [C] [N] [C] [Ring1] [=Branch1] [=C] [Ring1] [=N] [=C] [Ring2] [Ring1] [N]
[N][#C][C][=C][S][C][Branch2][Ring1][Branch2][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][O][=C][Ring2][Ring1][Ring2][C][=N][C][=N][NH1][Ring1][Branch1]	[N] [#C] [C] [=C] [S] [C] [Branch2] [Ring1] [Branch2] [N] [C] [=Branch1] [C] [=O] [C] [N] [C] [=Branch1] [C] [=O] [C] [C] [C] [=C] [C] [=C] [C] [=C] [Ring1] [=Branch1] [Ring1] [O] [=C] [Ring2] [Ring1] [Ring2] [C] [=N] [C] [=N] [NH1] [Ring1] [Branch1]
[C][N][C][=C][Branch2][Ring2][P][C][=C][C][=C][C][=N][C][Branch2][Ring1][=C][N][C][=C][C][=C][Branch2][Ring1][C][N][C][=N][C][Branch1][=Branch2][C][=C][C][=C][C][=N][Ring1][=Branch1][=N][Ring1][O][C][=C][Ring1][P][=N][C][Ring2][Ring1][Branch2][=C][Ring2][Ring1][N][C][=N][Ring2][Ring1][P]	[C] [N] [C] [=C] [Branch2] [Ring2] [P] [C] [=C] [C] [=C] [C] [=N] [C] [Branch2] [Ring1] [=C] [N] [C] [=C] [C] [=C] [Branch2] [Ring1] [C] [N] [C] [=N] [C] [Branch1] [=Branch2] [C] [=C] [C] [=C] [C] [=N] [Ring1] [=Branch1] [=N] [Ring1] [O] [C] [=C] [Ring1] [P] [=N] [C] [Ring2] [Ring1] [Branch2] [=C] [Ring2] [Ring1] [N] [C] [=N] [Ring2] [Ring1] [P]
[C][#C][C][N][C][C][N][Branch2][Ring1][O][C][=C][Branch1][C][F][C][=C][C][=C][Ring1][#Branch1][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Br][O][Ring1][=Branch1][C][C][Ring2][Ring1][=Branch1]	[C] [#C] [C] [N] [C] [C] [N] [Branch2] [Ring1] [O] [C] [=C] [Branch1] [C] [F] [C] [=C] [C] [=C] [Ring1] [#Branch1] [N] [C] [=Branch1] [C] [=O] [C] [=C] [C] [=C] [Branch1] [C] [Br] [O] [Ring1] [=Branch1] [C] [C] [Ring2] [Ring1] [=Branch1]
[C][N][C][=N][C][=C][N][=C][Branch1][O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][F][N][Branch1][Branch2][C][C][C][C][C][Ring1][Branch1][C][Ring2][Ring1][C][=N][Ring2][Ring1][=Branch1]	[C] [N] [C] [=N] [C] [=C] [N] [=C] [Branch1] [O] [N] [C] [=C] [C] [=C] [C] [=C] [Ring1] [=Branch1] [F] [N] [Branch1] [Branch2] [C] [C] [C] [C] [C] [Ring1] [Branch1] [C] [Ring2] [Ring1] [C] [=N] [Ring2] [Ring1] [=Branch1]
[C][=C][C][=Branch2][Ring2][=N][=C][C][=C][Branch1][C][O][NH1][C][=C][C][=C][Branch2][Ring1][#Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N][Branch1][C][C][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][C][=C][Ring2][Ring1][=Branch1][Ring2][Ring1][C][C][C][Branch1][C][C][=C][Ring2][Ring1][=N][C][=Branch1][C][=O][N][C][C][N][Branch1][C][C][C][C][Ring1][#Branch1]	[C] [=C] [C] [=Branch2] [Ring2] [=N] [=C] [C] [=C] [Branch1] [C] [O] [NH1] [C] [=C] [C] [=C] [Branch2] [Ring1] [#Branch1] [S] [=Branch1] [C] [=O] [=Branch1] [C] [=O] [N] [Branch1] [C] [C] [C] [=C] [C] [=C] [C] [Branch1] [C] [Cl] [=C] [Ring1] [#Branch1] [C] [=C] [Ring2] [Ring1] [=Branch1] [Ring2] [Ring1] [C] [C] [C] [Branch1] [C] [C] [=C] [Ring2] [Ring1] [=N] [C] [=Branch1] [C] [=O] [N] [C] [C] [N] [Branch1] [C] [C] [C] [C] [Ring1] [#Branch1]
[C][C][N][C][=Branch1][C][=O][N][C][C][C][Branch2][Ring2][Branch1][N][C][=N][C][=C][C][Branch2][Ring1][Branch2][C][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][NH1][C][=C][C][=C][C][=C][Ring1][#C][Ring1][=Branch1][=N][Ring2][Ring1][Branch1][C][C][Ring2][Ring1][N]	[C] [C] [N] [C] [=Branch1] [C] [=O] [N] [C] [C] [C] [Branch2] [Ring2] [Branch1] [N] [C] [=N] [C] [=C] [C] [Branch2] [Ring1] [Branch2] [C] [=C] [Branch1] [=Branch2] [C] [=C] [C] [=C] [C] [=C] [Ring1] [=Branch1] [NH1] [C] [=C] [C] [=C] [C] [=C] [Ring1] [#C] [Ring1] [=Branch1] [=N] [Ring2] [Ring1] [Branch1] [C] [C] [Ring2] [Ring1] [N]
[C][N][Branch1][C][C][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][NH1][C][Branch1][C][O][=C][Branch1][P][C][C][=C][C][C][Branch1][Ring2][NH1][Ring1][Branch1][=C][C][C][C][=Ring1][#Branch1][C][Ring1][S][=C][Ring2][Ring1][Ring2]	[C] [N] [Branch1] [C] [C] [S] [=Branch1] [C] [=O] [=Branch1] [C] [=O] [C] [=C] [C] [=C] [NH1] [C] [Branch1] [C] [O] [=C] [Branch1] [P] [C] [C] [=C] [C] [C] [Branch1] [Ring2] [NH1] [Ring1] [Branch1] [=C] [C] [C] [C] [=Ring1] [#Branch1] [C] [Ring1] [S] [=C] [Ring2] [Ring1] [Ring2]
[C][C][Branch2][Ring2][C][N][C][=Branch1][C][=O][C][C][=C][Branch2][Ring1][Ring1][C][NH1][N][=C][C][=Ring1][Branch1][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][C][=N][Ring1][P][C][=C][C][=C][C][=C][Ring1][=Branch1]	[C] [C] [Branch2] [Ring2] [C] [N] [C] [=Branch1] [C] [=O] [C] [C] [=C] [Branch2] [Ring1] [Ring1] [C] [NH1] [N] [=C] [C] [=Ring1] [Branch1] [C] [=C] [C] [=C] [C] [Branch1] [C] [Cl] [=C] [Ring1] [#Branch1] [C] [=N] [Ring1] [P] [C] [=C] [C] [=C] [C] [=C] [Ring1] [=Branch1]
[C][N][C][=C][Branch1][Branch2][C][=N][C][=C][O][Ring1][Branch1][C][Branch2][Ring1][S][C][=C][C][=N][C][Branch2][Ring1][Ring2][N][C][=C][C][=C][Branch1][=Branch2][N][C][C][O][C][C][Ring1][=Branch1][C][=C][Ring1][N][=C][Ring2][Ring1][Ring1][=N][Ring2][Ring1][=N]	[C] [N] [C] [=C] [Branch1] [Branch2] [C] [=N] [C] [=C] [O] [Ring1] [Branch1] [C] [Branch2] [Ring1] [S] [C] [=C] [C] [=N] [C] [Branch2] [Ring1] [Ring2] [N] [C] [=C] [C] [=C] [Branch1] [=Branch2] [N] [C] [C] [O] [C] [C] [Ring1] [=Branch1] [C] [=C] [Ring1] [N] [=C] [Ring2] [Ring1] [Ring1] [=N] [Ring2] [Ring1] [=N]
[O][C][=N][N][=C][Branch2][Ring1][Ring2][C][=C][C][=N][C][Branch1][#Branch2][N][C][C][C][C][O][C][Ring1][=Branch1][=C][Ring1][=N][N][Ring2][Ring1][C][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2]	[O] [C] [=N] [N] [=C] [Branch2] [Ring1] [Ring2] [C] [=C] [C] [=N] [C] [Branch1] [#Branch2] [N] [C] [C] [C] [C] [O] [C] [Ring1] [=Branch1] [=C] [Ring1] [=N] [N] [Ring2] [Ring1] [C] [C] [=C] [C] [=C] [C] [=C] [C] [=C] [C] [Ring1] [=Branch1] [=C] [Ring1] [#Branch2]
[C][N][S][C][=Branch1][C][=O][N][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][=N][=O]	[C] [N] [S] [C] [=Branch1] [C] [=O] [N] [Branch1] [#Branch2] [C] [C] [=C] [C] [=C] [C] [=C] [Ring1] [=Branch1] [C] [Ring1] [=N] [=O]
[C][C][N][=C][Branch1][C][C][N][Branch2][Ring2][Branch1][C][=C][C][=C][Branch2][Ring1][=Branch2][N][C][=C][C][Branch1][O][C][C][=C][N][Branch1][C][C][N][=Ring1][=Branch1][=C][Branch1][C][F][C][=N][Ring1][=N][C][=C][Ring2][Ring1][Ring2][N][=Ring2][Ring1][#Branch2]	[C] [C] [N] [=C] [Branch1] [C] [C] [N] [Branch2] [Ring2] [Branch1] [C] [=C] [C] [=C] [Branch2] [Ring1] [=Branch2] [N] [C] [=C] [C] [Branch1] [O] [C] [C] [=C] [N] [Branch1] [C] [C] [N] [=Ring1] [=Branch1] [=C] [Branch1] [C] [F] [C] [=N] [Ring1] [=N] [C] [=C] [Ring2] [Ring1] [Ring2] [N] [=Ring2] [Ring1] [#Branch2]
[C][O][C][=C][C][Branch2][Ring1][=Branch1][N][C][C][C][Branch1][N][N][C][C][N][Branch1][C][C][C][C][Ring1][#Branch1][C][C][Ring1][=N][=C][C][=C][Ring2][Ring1][Ring1][N][C][=N][C][=C][Branch1][C][Cl][C][Branch2][Ring1][=Branch1][N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][C][C][=N][Ring2][Ring1][Ring2]	[C] [O] [C] [=C] [C] [Branch2] [Ring1] [=Branch1] [N] [C] [C] [C] [Branch1] [N] [N] [C] [C] [N] [Branch1] [C] [C] [C] [C] [Ring1] [#Branch1] [C] [C] [Ring1] [=N] [=C] [C] [=C] [Ring2] [Ring1] [Ring1] [N] [C] [=N] [C] [=C] [Branch1] [C] [Cl] [C] [Branch2] [Ring1] [=Branch1] [N] [C] [=C] [C] [=C] [C] [=C] [Ring1] [=Branch1] [S] [=Branch1] [C] [=O] [=Branch1] [C] [=O] [C] [Branch1] [C] [C] [C] [=N] [Ring2] [Ring1] [Ring2]
[O][=N][C][=C][Branch1][C][O][N][Branch2][Ring1][Ring1][C][C][=C][C][Branch1][C][F][=C][C][=C][Ring1][#Branch1][O][C][O][C][Ring1][=Branch1][C][=C][C][=C][C][Branch1][C][Br][=C][Ring2][Ring1][#Branch1][Ring1][#Branch1]	[O] [=N] [C] [=C] [Branch1] [C] [O] [N] [Branch2] [Ring1] [Ring1] [C] [C] [=C] [C] [Branch1] [C] [F] [=C] [C] [=C] [Ring1] [#Branch1] [O] [C] [O] [C] [Ring1] [=Branch1] [C] [=C] [C] [=C] [C] [Branch1] [C] [Br] [=C] [Ring2] [Ring1] [#Branch1] [Ring1] [#Branch1]
[C][O][C][=C][C][=N][C][=C][Ring1][=Branch1][C][NH1][N][=C][Branch1][C][O][C][=Ring1][=Branch1][N][=N][C][=C][C][=C][C][=C][Ring1][=Branch1]	[C] [O] [C] [=C] [C] [=N] [C] [=C] [Ring1] [=Branch1] [C] [NH1] [N] [=C] [Branch1] [C] [O] [C] [=Ring1] [=Branch1] [N] [=N] [C] [=C] [C] [=C] [C] [=C] [Ring1] [=Branch1]
[C][O][C][C][C][N][C][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring1][Ring2][C][N][C][=Branch1][C][=O][NH1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][O][=O][C][=C][Ring2][Ring1][Ring1]	[C] [O] [C] [C] [C] [N] [C] [=Branch1] [C] [=O] [C] [=C] [C] [=C] [Branch2] [Ring1] [Ring2] [C] [N] [C] [=Branch1] [C] [=O] [NH1] [C] [=C] [C] [=C] [C] [=C] [Ring1] [=Branch1] [C] [Ring1] [O] [=O] [C] [=C] [Ring2] [Ring1] [Ring1]
[O][=C][Branch1][C][O][C][=C][C][=C][C][Branch2][Ring1][#Branch2][C][NH1][N][=C][C][=C][Branch1][O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][C][=C][C][=Ring1][P][Ring1][=C][=C][Ring2][Ring1][#Branch1]	[O] [=C] [Branch1] [C] [O] [C] [=C] [C] [=C] [C] [Branch2] [Ring1] [#Branch2] [C] [NH1] [N] [=C] [C] [=C] [Branch1] [O] [N] [C] [=C] [C] [=C] [C] [=C] [Ring1] [=Branch1] [Cl] [C] [=C] [C] [=Ring1] [P] [Ring1] [=C] [=C] [Ring2] [Ring1] [#Branch1]
[O][=N][C][=C][Branch1][C][O][N][Branch2][Ring1][Ring1][C][C][=C][C][Branch1][C][F][=C][C][=C][Ring1][#Branch1][O][C][O][C][Ring1][=Branch1][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][C][=C][Ring2][Ring1][#Branch2][Ring1][#Branch2]	[O] [=N] [C] [=C] [Branch1] [C] [O] [N] [Branch2] [Ring1] [Ring1] [C] [C] [=C] [C] [Branch1] [C] [F] [=C] [C] [=C] [Ring1] [#Branch1] [O] [C] [O] [C] [Ring1] [=Branch1] [C] [=C] [C] [Branch1] [=Branch2] [C] [Branch1] [C] [F] [Branch1] [C] [F] [F] [=C] [C] [=C] [Ring2] [Ring1] [#Branch2] [Ring1] [#Branch2]
[N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=C][C][=N][C][Branch2][Ring1][Ring1][N][C][=C][C][=C][Branch1][Branch2][N][C][=C][N][=N][Ring1][Branch1][C][=C][Ring1][O][=C][Ring2][Ring1][C]	[N] [C] [=Branch1] [C] [=O] [C] [=C] [C] [=C] [C] [=C] [Ring1] [=Branch1] [N] [C] [=C] [C] [=N] [C] [Branch2] [Ring1] [Ring1] [N] [C] [=C] [C] [=C] [Branch1] [Branch2] [N] [C] [=C] [N] [=N] [Ring1] [Branch1] [C] [=C] [Ring1] [O] [=C] [Ring2] [Ring1] [C]
[C][C][N][=C][N][Branch2][Ring1][S][C][=C][C][=C][Branch2][Ring1][Ring2][N][C][=C][C][Branch1][=Branch2][C][=N][O][C][=C][Ring1][Branch1][C][=C][C][=N][Ring1][N][C][=C][Ring2][Ring1][Ring1][N][=Ring2][Ring1][Branch2]	[C] [C] [N] [=C] [N] [Branch2] [Ring1] [S] [C] [=C] [C] [=C] [Branch2] [Ring1] [Ring2] [N] [C] [=C] [C] [Branch1] [=Branch2] [C] [=N] [O] [C] [=C] [Ring1] [Branch1] [C] [=C] [C] [=N] [Ring1] [N] [C] [=C] [Ring2] [Ring1] [Ring1] [N] [=Ring2] [Ring1] [Branch2]
[C][=C][C][=C][C][Branch1][=Branch2][C][=C][C][=N][C][=C][Ring1][=Branch1][=C][NH1][C][Ring1][O][=C][Ring1][#C]	[C] [=C] [C] [=C] [C] [Branch1] [=Branch2] [C] [=C] [C] [=N] [C] [=C] [Ring1] [=Branch1] [=C] [NH1] [C] [Ring1] [O] [=C] [Ring1] [#C]
[F][C][=C][C][=C][Branch2][Branch1][Ring1][C][C][Branch2][Ring1][S][C][=C][C][=N][C][Branch2][Ring1][Ring2][N][C][=C][C][=C][Branch1][=Branch2][N][C][C][O][C][C][Ring1][=Branch1][C][=C][Ring1][N][=C][Ring2][Ring1][Ring1][=N][O][C][=Ring2][Ring1][Branch2][N][C][C][O][C][C][Ring1][=Branch1][C][=C][Ring2][Ring2][Ring2]	[F] [C] [=C] [C] [=C] [Branch2] [Branch1] [Ring1] [C] [C] [Branch2] [Ring1] [S] [C] [=C] [C] [=N] [C] [Branch2] [Ring1] [Ring2] [N] [C] [=C] [C] [=C] [Branch1] [=Branch2] [N] [C] [C] [O] [C] [C] [Ring1] [=Branch1] [C] [=C] [Ring1] [N] [=C] [Ring2] [Ring1] [Ring1] [=N] [O] [C] [=Ring2] [Ring1] [Branch2] [N] [C] [C] [O] [C] [C] [Ring1] [=Branch1] [C] [=C] [Ring2] [Ring2] [Ring2]
[O][=C][Branch1][N][N][C][C][N][C][C][O][C][C][Ring1][=Branch1][C][=C][C][Branch2][Ring1][=C][N][N][=C][C][=C][C][Branch1][=C][N][C][=C][Branch1][C][Cl][C][=C][C][=C][Ring1][#Branch1][Cl][=C][C][=C][Ring1][#C][Ring2][Ring1][C][=C][C][=N][Ring2][Ring1][Branch2]	[O] [=C] [Branch1] [N] [N] [C] [C] [N] [C] [C] [O] [C] [C] [Ring1] [=Branch1] [C] [=C] [C] [Branch2] [Ring1] [=C] [N] [N] [=C] [C] [=C] [C] [Branch1] [=C] [N] [C] [=C] [Branch1] [C] [Cl] [C] [=C] [C] [=C] [Ring1] [#Branch1] [Cl] [=C] [C] [=C] [Ring1] [#C] [Ring2] [Ring1] [C] [=C] [C] [=N] [Ring2] [Ring1] [Branch2]
[C][=C][C][Branch2][Ring1][C][N][C][=N][C][Branch1][=Branch2][N][C][C][O][C][C][Ring1][=Branch1][=N][Ring1][O][=C][C][=C][Ring1][P][N][C][=N][C][=C][C][=C][C][Branch1][=Branch2][N][C][C][O][C][C][Ring1][=Branch1][=C][C][Ring1][N][=N][Ring1][S]	[C] [=C] [C] [Branch2] [Ring1] [C] [N] [C] [=N] [C] [Branch1] [=Branch2] [N] [C] [C] [O] [C] [C] [Ring1] [=Branch1] [=N] [Ring1] [O] [=C] [C] [=C] [Ring1] [P] [N] [C] [=N] [C] [=C] [C] [=C] [C] [Branch1] [=Branch2] [N] [C] [C] [O] [C] [C] [Ring1] [=Branch1] [=C] [C] [Ring1] [N] [=N] [Ring1] [S]
[C][C][C][C][N][Branch2][Ring2][N][C][=Branch1][C][=O][N][C][C][C][Branch2][Ring1][N][N][C][=N][C][=C][Branch1][C][Cl][C][Branch1][=C][C][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][=N][Ring1][S][C][C][Ring2][Ring1][#Branch1][C][C][Ring2][Ring1][#C]	[C] [C] [C] [C] [N] [Branch2] [Ring2] [N] [C] [=Branch1] [C] [=O] [N] [C] [C] [C] [Branch2] [Ring1] [N] [N] [C] [=N] [C] [=C] [Branch1] [C] [Cl] [C] [Branch1] [=C] [C] [=C] [NH1] [C] [=C] [C] [=C] [C] [=C] [Ring1] [=Branch2] [Ring1] [=Branch1] [=N] [Ring1] [S] [C] [C] [Ring2] [Ring1] [#Branch1] [C] [C] [Ring2] [Ring1] [#C]
[C][C][=C][C][Branch2][Ring2][O][N][C][=Branch1][C][=O][C][=C][C][=C][C][Branch2][Ring1][#Branch2][N][N][=C][C][=C][C][Branch1][O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][F][=C][C][=C][Ring1][=C][Ring1][P][=C][Ring2][Ring1][#Branch1][=C][C][=C][Ring2][Ring1][S][N][C][C][O][C][C][Ring1][=Branch1]	[C] [C] [=C] [C] [Branch2] [Ring2] [O] [N] [C] [=Branch1] [C] [=O] [C] [=C] [C] [=C] [C] [Branch2] [Ring1] [#Branch2] [N] [N] [=C] [C] [=C] [C] [Branch1] [O] [N] [C] [=C] [C] [=C] [C] [=C] [Ring1] [=Branch1] [F] [=C] [C] [=C] [Ring1] [=C] [Ring1] [P] [=C] [Ring2] [Ring1] [#Branch1] [=C] [C] [=C] [Ring2] [Ring1] [S] [N] [C] [C] [O] [C] [C] [Ring1] [=Branch1]
[C][C][=C][C][=C][Branch2][Ring1][N][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][=N][C][N][C][C][N][Branch1][C][C][C][C][Ring1][#Branch1][C][=C][Ring1][=C][C][=C][Ring2][Ring1][#Branch1][N][C][=N][C][=C][C][Branch1][=Branch2][C][=C][C][=C][N][=C][Ring1][=Branch1][=N][Ring1][N]	[C] [C] [=C] [C] [=C] [Branch2] [Ring1] [N] [N] [C] [=Branch1] [C] [=O] [C] [=C] [C] [=C] [Branch1] [=N] [C] [N] [C] [C] [N] [Branch1] [C] [C] [C] [C] [Ring1] [#Branch1] [C] [=C] [Ring1] [=C] [C] [=C] [Ring2] [Ring1] [#Branch1] [N] [C] [=N] [C] [=C] [C] [Branch1] [=Branch2] [C] [=C] [C] [=C] [N] [=C] [Ring1] [=Branch1] [=N] [Ring1] [N]
[O][=C][Branch1][S][C][C][=C][C][=C][C][=N][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1][N][C][C][=C][S][C][=Ring1][Branch1][C][=N][N][=C][NH1][Ring1][Branch1]	[O] [=C] [Branch1] [S] [C] [C] [=C] [C] [=C] [C] [=N] [C] [=C] [C] [=C] [Ring1] [#Branch2] [Ring1] [=Branch1] [N] [C] [C] [=C] [S] [C] [=Ring1] [Branch1] [C] [=N] [N] [=C] [NH1] [Ring1] [Branch1]
[N][C][=C][C][=C][C][Branch1][Ring1][N][=O][=C][Branch1][C][O][N][Branch2][Ring1][Ring1][C][C][=C][C][Branch1][C][F][=C][C][=C][Ring1][#Branch1][O][C][O][C][Ring1][=Branch1][C][Ring2][Ring1][Ring2][=C][Ring2][Ring1][Branch2]	[N] [C] [=C] [C] [=C] [C] [Branch1] [Ring1] [N] [=O] [=C] [Branch1] [C] [O] [N] [Branch2] [Ring1] [Ring1] [C] [C] [=C] [C] [Branch1] [C] [F] [=C] [C] [=C] [Ring1] [#Branch1] [O] [C] [O] [C] [Ring1] [=Branch1] [C] [Ring2] [Ring1] [Ring2] [=C] [Ring2] [Ring1] [Branch2]
[O][=C][Branch2][Ring1][#Branch1][C][C][C][C][=C][C][=C][Branch1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][F][C][=C][Ring1][=N][N][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1]	[O] [=C] [Branch2] [Ring1] [#Branch1] [C] [C] [C] [C] [=C] [C] [=C] [Branch1] [#Branch2] [C] [=C] [C] [=C] [C] [=C] [Ring1] [=Branch1] [F] [C] [=C] [Ring1] [=N] [N] [C] [=C] [C] [=C] [Branch1] [C] [O] [C] [=C] [Ring1] [#Branch1]
[C][C][C][N][=C][Branch1][=N][C][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][Branch2][NH1][C][=Ring1][=N][C][=C][C][=N][C][=C][Ring1][=Branch1]	[C] [C] [C] [N] [=C] [Branch1] [=N] [C] [=C] [C] [=C] [Branch1] [Ring1] [O] [C] [C] [=C] [Ring1] [Branch2] [NH1] [C] [=Ring1] [=N] [C] [=C] [C] [=N] [C] [=C] [Ring1] [=Branch1]
[C][O][C][=Branch1][C][=O][C][S][C][=C][C][=Ring1][Branch1][N][C][=Branch1][C][=O][C][C][=C][C][=C][Branch1][Branch2][N][C][=C][N][=C][Ring1][Branch1][C][=C][Ring1][O]	[C] [O] [C] [=Branch1] [C] [=O] [C] [S] [C] [=C] [C] [=Ring1] [Branch1] [N] [C] [=Branch1] [C] [=O] [C] [C] [=C] [C] [=C] [Branch1] [Branch2] [N] [C] [=C] [N] [=C] [Ring1] [Branch1] [C] [=C] [Ring1] [O]
[C][=C][C][N][C][C][N][Branch2][Ring1][O][C][=C][Branch1][C][C][C][=C][C][=C][Ring1][#Branch1][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Br][O][Ring1][=Branch1][C][C][Ring2][Ring1][=Branch1]	[C] [=C] [C] [N] [C] [C] [N] [Branch2] [Ring1] [O] [C] [=C] [Branch1] [C] [C] [C] [=C] [C] [=C] [Ring1] [#Branch1] [N] [C] [=Branch1] [C] [=O] [C] [=C] [C] [=C] [Branch1] [C] [Br] [O] [Ring1] [=Branch1] [C] [C] [Ring2] [Ring1] [=Branch1]
